Datetime,H24
2014-12-01T00:00,407.434
2014-12-01T00:15,518.828
2014-12-01T00:30,584.492
2014-12-01T00:45,356.925
2014-12-01T01:00,270.749
2014-12-01T01:15,333.763
2014-12-01T01:30,359.032
2014-12-01T01:45,275.67
2014-12-01T02:00,290.716
2014-12-01T02:15,323.875
2014-12-01T02:30,356.178
2014-12-01T02:45,195.361
2014-12-01T03:00,361.111
2014-12-01T03:15,398.672
2014-12-01T03:30,279.455
2014-12-01T03:45,194.984
2014-12-01T04:00,284.672
2014-12-01T04:15,385.414
2014-12-01T04:30,381.38
2014-12-01T04:45,194.7
2014-12-01T05:00,249.437
2014-12-01T05:15,345.986
2014-12-01T05:30,457.942
2014-12-01T05:45,204.978
2014-12-01T06:00,237.315
2014-12-01T06:15,499.497
2014-12-01T06:30,454.724
2014-12-01T06:45,1319.532
2014-12-01T07:00,1534.538
2014-12-01T07:15,1333.255
2014-12-01T07:30,195.363
2014-12-01T07:45,309.297
2014-12-01T08:00,350.658
2014-12-01T08:15,384.546
2014-12-01T08:30,204.825
2014-12-01T08:45,308.101
2014-12-01T09:00,280.596
2014-12-01T09:15,492.441
2014-12-01T09:30,204.537
2014-12-01T09:45,228.591
2014-12-01T10:00,471.601
2014-12-01T10:15,552.16
2014-12-01T10:30,599.73
2014-12-01T10:45,1184.682
2014-12-01T11:00,2405.013
2014-12-01T11:15,1192.158
2014-12-01T11:30,927.3
2014-12-01T11:45,540.83
2014-12-01T12:00,469.567
2014-12-01T12:15,249.203
2014-12-01T12:30,338.104
2014-12-01T12:45,222.296
2014-12-01T13:00,2346.589
2014-12-01T13:15,2077.952
2014-12-01T13:30,681.0
2014-12-01T13:45,600.012
2014-12-01T14:00,679.164
2014-12-01T14:15,533.817
2014-12-01T14:30,256.098
2014-12-01T14:45,316.14
2014-12-01T15:00,281.639
2014-12-01T15:15,397.18
2014-12-01T15:30,195.089
2014-12-01T15:45,324.655
2014-12-01T16:00,241.648
2014-12-01T16:15,425.265
2014-12-01T16:30,282.207
2014-12-01T16:45,337.997
2014-12-01T17:00,501.606
2014-12-01T17:15,340.368
2014-12-01T17:30,620.381
2014-12-01T17:45,492.255
2014-12-01T18:00,958.56
2014-12-01T18:15,1445.32
2014-12-01T18:30,1332.024
2014-12-01T18:45,1606.072
2014-12-01T19:00,1666.773
2014-12-01T19:15,2598.555
2014-12-01T19:30,1581.443
2014-12-01T19:45,1368.381
2014-12-01T20:00,630.116
2014-12-01T20:15,592.198
2014-12-01T20:30,468.071
2014-12-01T20:45,660.653
2014-12-01T21:00,467.627
2014-12-01T21:15,547.608
2014-12-01T21:30,834.337
2014-12-01T21:45,948.279
2014-12-01T22:00,1123.181
2014-12-01T22:15,971.981
2014-12-01T22:30,1072.944
2014-12-01T22:45,893.69
2014-12-01T23:00,906.181
2014-12-01T23:15,867.249
2014-12-01T23:30,903.718
2014-12-01T23:45,649.392
2014-12-02T00:00,616.175
2014-12-02T00:15,551.714
2014-12-02T00:30,578.643
2014-12-02T00:45,345.409
2014-12-02T01:00,195.587
2014-12-02T01:15,364.318
2014-12-02T01:30,453.574
2014-12-02T01:45,220.553
2014-12-02T02:00,199.352
2014-12-02T02:15,284.982
2014-12-02T02:30,493.936
2014-12-02T02:45,277.217
2014-12-02T03:00,196.848
2014-12-02T03:15,249.416
2014-12-02T03:30,467.013
2014-12-02T03:45,340.203
2014-12-02T04:00,197.465
2014-12-02T04:15,227.347
2014-12-02T04:30,527.068
2014-12-02T04:45,302.785
2014-12-02T05:00,237.49
2014-12-02T05:15,1120.901
2014-12-02T05:30,1627.181
2014-12-02T05:45,1590.61
2014-12-02T06:00,1081.182
2014-12-02T06:15,464.971
2014-12-02T06:30,502.946
2014-12-02T06:45,334.204
2014-12-02T07:00,198.932
2014-12-02T07:15,296.695
2014-12-02T07:30,602.532
2014-12-02T07:45,357.072
2014-12-02T08:00,1206.254
2014-12-02T08:15,1085.784
2014-12-02T08:30,886.904
2014-12-02T08:45,400.519
2014-12-02T09:00,2043.445
2014-12-02T09:15,3688.874
2014-12-02T09:30,3845.603
2014-12-02T09:45,1972.334
2014-12-02T10:00,735.974
2014-12-02T10:15,730.33
2014-12-02T10:30,556.156
2014-12-02T10:45,483.681
2014-12-02T11:00,399.806
2014-12-02T11:15,643.852
2014-12-02T11:30,289.041
2014-12-02T11:45,530.908
2014-12-02T12:00,487.495
2014-12-02T12:15,679.118
2014-12-02T12:30,431.61
2014-12-02T12:45,411.897
2014-12-02T13:00,366.702
2014-12-02T13:15,620.517
2014-12-02T13:30,365.463
2014-12-02T13:45,189.758
2014-12-02T14:00,323.921
2014-12-02T14:15,303.613
2014-12-02T14:30,431.066
2014-12-02T14:45,284.233
2014-12-02T15:00,2141.543
2014-12-02T15:15,1771.026
2014-12-02T15:30,1799.759
2014-12-02T15:45,758.881
2014-12-02T16:00,266.826
2014-12-02T16:15,371.057
2014-12-02T16:30,834.024
2014-12-02T16:45,868.401
2014-12-02T17:00,455.193
2014-12-02T17:15,552.728
2014-12-02T17:30,1636.824
2014-12-02T17:45,1358.93
2014-12-02T18:00,678.078
2014-12-02T18:15,416.254
2014-12-02T18:30,1301.911
2014-12-02T18:45,2083.431
2014-12-02T19:00,2343.444
2014-12-02T19:15,795.662
2014-12-02T19:30,774.868
2014-12-02T19:45,997.162
2014-12-02T20:00,851.424
2014-12-02T20:15,835.931
2014-12-02T20:30,1628.612
2014-12-02T20:45,1514.523
2014-12-02T21:00,1413.033
2014-12-02T21:15,2421.582
2014-12-02T21:30,4282.113
2014-12-02T21:45,4088.467
2014-12-02T22:00,1688.663
2014-12-02T22:15,499.969
2014-12-02T22:30,740.012
2014-12-02T22:45,776.211
2014-12-02T23:00,644.125
2014-12-02T23:15,527.343
2014-12-02T23:30,799.794
2014-12-02T23:45,676.567
2014-12-03T00:00,544.247
2014-12-03T00:15,333.101
2014-12-03T00:30,401.104
2014-12-03T00:45,375.921
2014-12-03T01:00,281.337
