Datetime,H1
2014-12-01T00:00,0.0
2014-12-01T00:15,0.0
2014-12-01T00:30,0.0
2014-12-01T00:45,0.0
2014-12-01T01:00,0.0
2014-12-01T01:15,0.0
2014-12-01T01:30,0.0
2014-12-01T01:45,0.0
2014-12-01T02:00,0.0
2014-12-01T02:15,0.0
2014-12-01T02:30,0.0
2014-12-01T02:45,0.0
2014-12-01T03:00,0.0
2014-12-01T03:15,0.0
2014-12-01T03:30,0.0
2014-12-01T03:45,0.0
2014-12-01T04:00,0.0
2014-12-01T04:15,0.0
2014-12-01T04:30,0.0
2014-12-01T04:45,0.0
2014-12-01T05:00,0.0
2014-12-01T05:15,0.0
2014-12-01T05:30,0.0
2014-12-01T05:45,0.0
2014-12-01T06:00,0.0
2014-12-01T06:15,0.0
2014-12-01T06:30,0.0
2014-12-01T06:45,0.0
2014-12-01T07:00,0.0
2014-12-01T07:15,0.0
2014-12-01T07:30,0.0
2014-12-01T07:45,0.0
2014-12-01T08:00,0.0
2014-12-01T08:15,72.416
2014-12-01T08:30,144.831
2014-12-01T08:45,217.247
2014-12-01T09:00,289.662
2014-12-01T09:15,493.373
2014-12-01T09:30,697.083
2014-12-01T09:45,900.793
2014-12-01T10:00,1104.504
2014-12-01T10:15,1172.826
2014-12-01T10:30,1241.148
2014-12-01T10:45,1309.471
2014-12-01T11:00,1377.793
2014-12-01T11:15,1535.607
2014-12-01T11:30,1693.42
2014-12-01T11:45,1851.233
2014-12-01T12:00,2009.047
2014-12-01T12:15,1873.677
2014-12-01T12:30,1738.308
2014-12-01T12:45,1602.939
2014-12-01T13:00,1467.569
2014-12-01T13:15,1333.832
2014-12-01T13:30,1200.094
2014-12-01T13:45,1066.357
2014-12-01T14:00,932.619
2014-12-01T14:15,730.39
2014-12-01T14:30,528.161
2014-12-01T14:45,325.932
2014-12-01T15:00,123.703
2014-12-01T15:15,92.777
2014-12-01T15:30,61.851
2014-12-01T15:45,30.926
2014-12-01T16:00,0.0
2014-12-01T16:15,0.0
2014-12-01T16:30,0.0
2014-12-01T16:45,0.0
2014-12-01T17:00,0.0
2014-12-01T17:15,0.0
2014-12-01T17:30,0.0
2014-12-01T17:45,0.0
2014-12-01T18:00,0.0
2014-12-01T18:15,0.0
2014-12-01T18:30,0.0
2014-12-01T18:45,0.0
2014-12-01T19:00,0.0
2014-12-01T19:15,0.0
2014-12-01T19:30,0.0
2014-12-01T19:45,0.0
2014-12-01T20:00,0.0
2014-12-01T20:15,0.0
2014-12-01T20:30,0.0
2014-12-01T20:45,0.0
